"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1",1,"StokeCity","CrystalPalace",1,512,873,1,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"2",2,"StokeCity","CrystalPalace",2,512,873,2,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"3",3,"StokeCity","CrystalPalace",3,512,873,3,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"4",4,"StokeCity","CrystalPalace",4,512,873,4,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"5",5,"StokeCity","CrystalPalace",5,512,873,5,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"6",6,"StokeCity","CrystalPalace",6,512,873,6,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"7",7,"StokeCity","CrystalPalace",7,512,873,7,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"8",8,"StokeCity","CrystalPalace",8,512,873,8,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"9",9,"StokeCity","CrystalPalace",9,512,873,9,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"10",10,"StokeCity","CrystalPalace",10,512,873,10,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"11",11,"StokeCity","CrystalPalace",11,512,873,11,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"12",12,"StokeCity","CrystalPalace",12,512,873,12,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"13",13,"StokeCity","CrystalPalace",13,512,873,13,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"14",14,"StokeCity","CrystalPalace",14,512,873,14,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"15",15,"StokeCity","CrystalPalace",15,512,873,15,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"16",16,"StokeCity","CrystalPalace",16,512,873,16,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"17",17,"StokeCity","CrystalPalace",17,512,873,17,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"18",18,"StokeCity","CrystalPalace",18,512,873,18,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"19",19,"StokeCity","CrystalPalace",19,512,873,19,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"20",20,"StokeCity","CrystalPalace",20,512,873,20,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"21",21,"StokeCity","CrystalPalace",21,512,873,21,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"22",22,"StokeCity","CrystalPalace",22,512,873,22,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
"23",23,"StokeCity","CrystalPalace",23,512,873,23,0,0,0,0,0,0,0,0,0,0,"HOME",11,11,37,13,5,19,31,-15,44,10,10,37,12,11,14,43,-8,47
