"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.2.x","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X.2.y","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Chelsea","Arsenal",1,631,11,1,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"2","Chelsea","Arsenal",2,631,11,2,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"3","Chelsea","Arsenal",3,631,11,3,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"4","Chelsea","Arsenal",4,631,11,4,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"5","Chelsea","Arsenal",5,631,11,5,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"6","Chelsea","Arsenal",6,631,11,6,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"7","Chelsea","Arsenal",7,631,11,7,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"8","Chelsea","Arsenal",8,631,11,8,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"9","Chelsea","Arsenal",9,631,11,9,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"10","Chelsea","Arsenal",10,631,11,10,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"11","Chelsea","Arsenal",11,631,11,11,0,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"12","Chelsea","Arsenal",12,631,11,12,1,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"13","Chelsea","Arsenal",13,631,11,13,1,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"14","Chelsea","Arsenal",14,631,11,14,1,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"15","Chelsea","Arsenal",15,631,11,15,2,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"16","Chelsea","Arsenal",16,631,11,16,2,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"17","Chelsea","Arsenal",17,631,11,17,2,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
"18","Chelsea","Arsenal",18,631,11,18,2,0,0,0,0,0,0,0,0,0,"HOME",4,4,4,4,5,3,1,1,12,5,10,5,5,5,5,5,3,1,1,10,4,10
