"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"22",22,"Wigan","WestHam",22,1071,379,22,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"23",23,"Wigan","WestHam",23,1071,379,23,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"24",24,"Wigan","WestHam",24,1071,379,24,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"25",25,"Wigan","WestHam",25,1071,379,25,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"26",26,"Wigan","WestHam",26,1071,379,26,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"27",27,"Wigan","WestHam",27,1071,379,27,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"28",28,"Wigan","WestHam",28,1071,379,28,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"29",29,"Wigan","WestHam",29,1071,379,29,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"30",30,"Wigan","WestHam",30,1071,379,30,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"31",31,"Wigan","WestHam",31,1071,379,31,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"32",32,"Wigan","WestHam",32,1071,379,32,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"33",33,"Wigan","WestHam",33,1071,379,33,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"34",34,"Wigan","WestHam",34,1071,379,34,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"35",35,"Wigan","WestHam",35,1071,379,35,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"36",36,"Wigan","WestHam",36,1071,379,36,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"37",37,"Wigan","WestHam",37,1071,379,37,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"38",38,"Wigan","WestHam",38,1071,379,38,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"39",39,"Wigan","WestHam",39,1071,379,39,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"40",40,"Wigan","WestHam",40,1071,379,40,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"41",41,"Wigan","WestHam",41,1071,379,41,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"42",42,"Wigan","WestHam",42,1071,379,42,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"43",43,"Wigan","WestHam",43,1071,379,43,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"44",44,"Wigan","WestHam",44,1071,379,44,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"45",45,"Wigan","WestHam",45,1071,379,45,1,0,1,0,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"46",46,"Wigan","WestHam",46,1071,379,46,1,0,1,1,0,0,0,1,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"47",47,"Wigan","WestHam",47,1071,379,47,1,0,1,1,0,0,0,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"48",48,"Wigan","WestHam",48,1071,379,48,1,0,1,1,0,0,0,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"49",49,"Wigan","WestHam",49,1071,379,49,1,0,1,1,0,0,0,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"50",50,"Wigan","WestHam",50,1071,379,50,1,0,1,1,0,0,0,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"51",51,"Wigan","WestHam",51,1071,379,51,1,0,1,1,0,0,0,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"52",52,"Wigan","WestHam",52,1071,379,52,1,0,1,1,0,0,0,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"53",53,"Wigan","WestHam",53,1071,379,53,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"54",54,"Wigan","WestHam",54,1071,379,54,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"55",55,"Wigan","WestHam",55,1071,379,55,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"56",56,"Wigan","WestHam",56,1071,379,56,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"57",57,"Wigan","WestHam",57,1071,379,57,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"58",58,"Wigan","WestHam",58,1071,379,58,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"59",59,"Wigan","WestHam",59,1071,379,59,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"60",60,"Wigan","WestHam",60,1071,379,60,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"61",61,"Wigan","WestHam",61,1071,379,61,1,0,1,1,0,0,1,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"62",62,"Wigan","WestHam",62,1071,379,62,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"63",63,"Wigan","WestHam",63,1071,379,63,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"64",64,"Wigan","WestHam",64,1071,379,64,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"65",65,"Wigan","WestHam",65,1071,379,65,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"66",66,"Wigan","WestHam",66,1071,379,66,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"67",67,"Wigan","WestHam",67,1071,379,67,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"68",68,"Wigan","WestHam",68,1071,379,68,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"69",69,"Wigan","WestHam",69,1071,379,69,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"70",70,"Wigan","WestHam",70,1071,379,70,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"71",71,"Wigan","WestHam",71,1071,379,71,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"72",72,"Wigan","WestHam",72,1071,379,72,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"73",73,"Wigan","WestHam",73,1071,379,73,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"74",74,"Wigan","WestHam",74,1071,379,74,1,0,1,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"75",75,"Wigan","WestHam",75,1071,379,75,1,0,2,1,0,0,2,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"76",76,"Wigan","WestHam",76,1071,379,76,1,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"77",77,"Wigan","WestHam",77,1071,379,77,1,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"78",78,"Wigan","WestHam",78,1071,379,78,1,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"79",79,"Wigan","WestHam",79,1071,379,79,1,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"80",80,"Wigan","WestHam",80,1071,379,80,1,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"81",81,"Wigan","WestHam",81,1071,379,81,2,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"82",82,"Wigan","WestHam",82,1071,379,82,2,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"83",83,"Wigan","WestHam",83,1071,379,83,2,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"84",84,"Wigan","WestHam",84,1071,379,84,2,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"85",85,"Wigan","WestHam",85,1071,379,85,2,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"86",86,"Wigan","WestHam",86,1071,379,86,2,0,2,1,0,0,3,2,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"87",87,"Wigan","WestHam",87,1071,379,87,2,0,2,1,0,0,3,3,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"88",88,"Wigan","WestHam",88,1071,379,88,2,0,2,1,0,0,3,3,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"89",89,"Wigan","WestHam",89,1071,379,89,2,0,2,1,0,0,3,3,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
"90",90,"Wigan","WestHam",90,1071,379,90,2,0,2,1,0,0,3,3,0,0,"HOME",11,11,21,7,5,9,25,-4,26,18,18,21,5,3,13,22,-17,18
