"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","StokeCity","Fulham",1,512,931,1,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"2","StokeCity","Fulham",2,512,931,2,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"3","StokeCity","Fulham",3,512,931,3,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"4","StokeCity","Fulham",4,512,931,4,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"5","StokeCity","Fulham",5,512,931,5,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"6","StokeCity","Fulham",6,512,931,6,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"7","StokeCity","Fulham",7,512,931,7,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"8","StokeCity","Fulham",8,512,931,8,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"9","StokeCity","Fulham",9,512,931,9,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"10","StokeCity","Fulham",10,512,931,10,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"11","StokeCity","Fulham",11,512,931,11,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"12","StokeCity","Fulham",12,512,931,12,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"13","StokeCity","Fulham",13,512,931,13,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"14","StokeCity","Fulham",14,512,931,14,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"15","StokeCity","Fulham",15,512,931,15,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"16","StokeCity","Fulham",16,512,931,16,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"17","StokeCity","Fulham",17,512,931,17,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"18","StokeCity","Fulham",18,512,931,18,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"19","StokeCity","Fulham",19,512,931,19,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"20","StokeCity","Fulham",20,512,931,20,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"21","StokeCity","Fulham",21,512,931,21,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"22","StokeCity","Fulham",22,512,931,22,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"23","StokeCity","Fulham",23,512,931,23,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"24","StokeCity","Fulham",24,512,931,24,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"25","StokeCity","Fulham",25,512,931,25,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"26","StokeCity","Fulham",26,512,931,26,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"27","StokeCity","Fulham",27,512,931,27,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"28","StokeCity","Fulham",28,512,931,28,0,0,0,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"29","StokeCity","Fulham",29,512,931,29,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"30","StokeCity","Fulham",30,512,931,30,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"31","StokeCity","Fulham",31,512,931,31,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"32","StokeCity","Fulham",32,512,931,32,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"33","StokeCity","Fulham",33,512,931,33,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"34","StokeCity","Fulham",34,512,931,34,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"35","StokeCity","Fulham",35,512,931,35,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"36","StokeCity","Fulham",36,512,931,36,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"37","StokeCity","Fulham",37,512,931,37,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"38","StokeCity","Fulham",38,512,931,38,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"39","StokeCity","Fulham",39,512,931,39,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"40","StokeCity","Fulham",40,512,931,40,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"41","StokeCity","Fulham",41,512,931,41,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"42","StokeCity","Fulham",42,512,931,42,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"43","StokeCity","Fulham",43,512,931,43,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"44","StokeCity","Fulham",44,512,931,44,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"45","StokeCity","Fulham",45,512,931,45,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"46","StokeCity","Fulham",46,512,931,46,0,0,1,0,0,0,0,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"47","StokeCity","Fulham",47,512,931,47,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"48","StokeCity","Fulham",48,512,931,48,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"49","StokeCity","Fulham",49,512,931,49,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"50","StokeCity","Fulham",50,512,931,50,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"51","StokeCity","Fulham",51,512,931,51,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"52","StokeCity","Fulham",52,512,931,52,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"53","StokeCity","Fulham",53,512,931,53,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"54","StokeCity","Fulham",54,512,931,54,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"55","StokeCity","Fulham",55,512,931,55,0,0,1,0,0,0,1,0,0,0,"HOME",8,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0
