"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.2.x","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X.2.y","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Southampton","WestHam",1,180,379,1,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"2","Southampton","WestHam",2,180,379,2,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"3","Southampton","WestHam",3,180,379,3,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"4","Southampton","WestHam",4,180,379,4,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"5","Southampton","WestHam",5,180,379,5,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"6","Southampton","WestHam",6,180,379,6,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"7","Southampton","WestHam",7,180,379,7,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"8","Southampton","WestHam",8,180,379,8,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"9","Southampton","WestHam",9,180,379,9,0,0,0,0,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"10","Southampton","WestHam",10,180,379,10,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"11","Southampton","WestHam",11,180,379,11,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"12","Southampton","WestHam",12,180,379,12,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"13","Southampton","WestHam",13,180,379,13,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"14","Southampton","WestHam",14,180,379,14,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"15","Southampton","WestHam",15,180,379,15,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"16","Southampton","WestHam",16,180,379,16,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
"17","Southampton","WestHam",17,180,379,17,0,0,0,1,0,0,0,0,0,0,"AWAY",18,18,18,18,5,1,0,4,7,-6,3,14,14,14,14,5,1,1,3,4,-2,5
