"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.3.x","X.2.x","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X.3.y","X.2.y","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Arsenal","Burnley",1,11,1132,1,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"2","Arsenal","Burnley",2,11,1132,2,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"3","Arsenal","Burnley",3,11,1132,3,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"4","Arsenal","Burnley",4,11,1132,4,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"5","Arsenal","Burnley",5,11,1132,5,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"6","Arsenal","Burnley",6,11,1132,6,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"7","Arsenal","Burnley",7,11,1132,7,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"8","Arsenal","Burnley",8,11,1132,8,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"9","Arsenal","Burnley",9,11,1132,9,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
"10","Arsenal","Burnley",10,11,1132,10,0,0,0,0,0,0,0,0,0,0,"AWAY",13,13,13,13,13,6,2,1,3,5,-3,7,3,3,3,3,3,6,4,1,1,15,8,13
