"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","ManCity","Swansea",1,281,2288,1,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"2","ManCity","Swansea",2,281,2288,2,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"3","ManCity","Swansea",3,281,2288,3,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"4","ManCity","Swansea",4,281,2288,4,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"5","ManCity","Swansea",5,281,2288,5,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"6","ManCity","Swansea",6,281,2288,6,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"7","ManCity","Swansea",7,281,2288,7,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"8","ManCity","Swansea",8,281,2288,8,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"9","ManCity","Swansea",9,281,2288,9,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"10","ManCity","Swansea",10,281,2288,10,0,0,0,0,0,0,0,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"11","ManCity","Swansea",11,281,2288,11,0,0,0,0,0,0,1,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
"12","ManCity","Swansea",12,281,2288,12,0,0,0,0,0,0,1,0,0,0,"AWAY",15,15,33,8,9,16,45,-4,33,1,1,33,23,5,5,90,59,74
