"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1",1,"Everton","Norwich",1,29,1123,1,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"2",2,"Everton","Norwich",2,29,1123,2,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"3",3,"Everton","Norwich",3,29,1123,3,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"4",4,"Everton","Norwich",4,29,1123,4,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"5",5,"Everton","Norwich",5,29,1123,5,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"6",6,"Everton","Norwich",6,29,1123,6,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"7",7,"Everton","Norwich",7,29,1123,7,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"8",8,"Everton","Norwich",8,29,1123,8,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"9",9,"Everton","Norwich",9,29,1123,9,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"10",10,"Everton","Norwich",10,29,1123,10,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"11",11,"Everton","Norwich",11,29,1123,11,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"12",12,"Everton","Norwich",12,29,1123,12,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"13",13,"Everton","Norwich",13,29,1123,13,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"14",14,"Everton","Norwich",14,29,1123,14,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"15",15,"Everton","Norwich",15,29,1123,15,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"16",16,"Everton","Norwich",16,29,1123,16,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"17",17,"Everton","Norwich",17,29,1123,17,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"18",18,"Everton","Norwich",18,29,1123,18,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"19",19,"Everton","Norwich",19,29,1123,19,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"20",20,"Everton","Norwich",20,29,1123,20,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"21",21,"Everton","Norwich",21,29,1123,21,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"22",22,"Everton","Norwich",22,29,1123,22,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"23",23,"Everton","Norwich",23,29,1123,23,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"24",24,"Everton","Norwich",24,29,1123,24,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"25",25,"Everton","Norwich",25,29,1123,25,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"26",26,"Everton","Norwich",26,29,1123,26,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"27",27,"Everton","Norwich",27,29,1123,27,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"28",28,"Everton","Norwich",28,29,1123,28,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"29",29,"Everton","Norwich",29,29,1123,29,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
"30",30,"Everton","Norwich",30,29,1123,30,0,0,0,0,0,0,0,0,0,0,"TIE",17,17,30,7,8,15,24,-24,29,5,5,30,15,9,6,45,14,54
