"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1",1,"Southampton","Sunderland",1,180,289,1,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"2",2,"Southampton","Sunderland",2,180,289,2,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"3",3,"Southampton","Sunderland",3,180,289,3,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"4",4,"Southampton","Sunderland",4,180,289,4,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"5",5,"Southampton","Sunderland",5,180,289,5,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"6",6,"Southampton","Sunderland",6,180,289,6,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"7",7,"Southampton","Sunderland",7,180,289,7,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"8",8,"Southampton","Sunderland",8,180,289,8,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"9",9,"Southampton","Sunderland",9,180,289,9,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
"10",10,"Southampton","Sunderland",10,180,289,10,0,0,0,0,0,0,0,0,0,0,"HOME",17,17,29,4,14,11,23,-20,26,6,6,29,15,5,9,40,19,50
