"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","ManCity","Cardiff",1,281,603,1,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2","ManCity","Cardiff",2,281,603,2,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"3","ManCity","Cardiff",3,281,603,3,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"4","ManCity","Cardiff",4,281,603,4,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"5","ManCity","Cardiff",5,281,603,5,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6","ManCity","Cardiff",6,281,603,6,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"7","ManCity","Cardiff",7,281,603,7,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"8","ManCity","Cardiff",8,281,603,8,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"9","ManCity","Cardiff",9,281,603,9,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10","ManCity","Cardiff",10,281,603,10,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"11","ManCity","Cardiff",11,281,603,11,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"12","ManCity","Cardiff",12,281,603,12,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"13","ManCity","Cardiff",13,281,603,13,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"14","ManCity","Cardiff",14,281,603,14,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"15","ManCity","Cardiff",15,281,603,15,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"16","ManCity","Cardiff",16,281,603,16,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"17","ManCity","Cardiff",17,281,603,17,0,0,0,0,0,0,0,0,0,0,"HOME",17,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
