"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1",1,"Swansea","WestHam",1,2288,379,1,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"2",2,"Swansea","WestHam",2,2288,379,2,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"3",3,"Swansea","WestHam",3,2288,379,3,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"4",4,"Swansea","WestHam",4,2288,379,4,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"5",5,"Swansea","WestHam",5,2288,379,5,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"6",6,"Swansea","WestHam",6,2288,379,6,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"7",7,"Swansea","WestHam",7,2288,379,7,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"8",8,"Swansea","WestHam",8,2288,379,8,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"9",9,"Swansea","WestHam",9,2288,379,9,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
"10",10,"Swansea","WestHam",10,2288,379,10,0,0,0,0,0,0,0,0,0,0,"HOME",12,12,34,10,7,17,38,-9,37,15,15,34,8,9,17,45,-5,33
