"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1",1,"Liverpool","WestBrom",1,31,984,1,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"2",2,"Liverpool","WestBrom",2,31,984,2,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"3",3,"Liverpool","WestBrom",3,31,984,3,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"4",4,"Liverpool","WestBrom",4,31,984,4,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"5",5,"Liverpool","WestBrom",5,31,984,5,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"6",6,"Liverpool","WestBrom",6,31,984,6,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"7",7,"Liverpool","WestBrom",7,31,984,7,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"8",8,"Liverpool","WestBrom",8,31,984,8,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"9",9,"Liverpool","WestBrom",9,31,984,9,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"10",10,"Liverpool","WestBrom",10,31,984,10,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"11",11,"Liverpool","WestBrom",11,31,984,11,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"12",12,"Liverpool","WestBrom",12,31,984,12,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"13",13,"Liverpool","WestBrom",13,31,984,13,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"14",14,"Liverpool","WestBrom",14,31,984,14,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"15",15,"Liverpool","WestBrom",15,31,984,15,0,0,0,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"16",16,"Liverpool","WestBrom",16,31,984,16,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"17",17,"Liverpool","WestBrom",17,31,984,17,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"18",18,"Liverpool","WestBrom",18,31,984,18,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"19",19,"Liverpool","WestBrom",19,31,984,19,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"20",20,"Liverpool","WestBrom",20,31,984,20,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"21",21,"Liverpool","WestBrom",21,31,984,21,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"22",22,"Liverpool","WestBrom",22,31,984,22,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"23",23,"Liverpool","WestBrom",23,31,984,23,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"24",24,"Liverpool","WestBrom",24,31,984,24,0,0,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"25",25,"Liverpool","WestBrom",25,31,984,25,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"26",26,"Liverpool","WestBrom",26,31,984,26,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"27",27,"Liverpool","WestBrom",27,31,984,27,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"28",28,"Liverpool","WestBrom",28,31,984,28,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"29",29,"Liverpool","WestBrom",29,31,984,29,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"30",30,"Liverpool","WestBrom",30,31,984,30,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"31",31,"Liverpool","WestBrom",31,31,984,31,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"32",32,"Liverpool","WestBrom",32,31,984,32,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"33",33,"Liverpool","WestBrom",33,31,984,33,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"34",34,"Liverpool","WestBrom",34,31,984,34,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"35",35,"Liverpool","WestBrom",35,31,984,35,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"36",36,"Liverpool","WestBrom",36,31,984,36,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"37",37,"Liverpool","WestBrom",37,31,984,37,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
