"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"38",38,"Liverpool","WestBrom",38,31,984,38,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"39",39,"Liverpool","WestBrom",39,31,984,39,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"40",40,"Liverpool","WestBrom",40,31,984,40,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"41",41,"Liverpool","WestBrom",41,31,984,41,0,1,1,0,0,0,0,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"42",42,"Liverpool","WestBrom",42,31,984,42,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"43",43,"Liverpool","WestBrom",43,31,984,43,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"44",44,"Liverpool","WestBrom",44,31,984,44,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"45",45,"Liverpool","WestBrom",45,31,984,45,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"46",46,"Liverpool","WestBrom",46,31,984,46,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"47",47,"Liverpool","WestBrom",47,31,984,47,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"48",48,"Liverpool","WestBrom",48,31,984,48,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"49",49,"Liverpool","WestBrom",49,31,984,49,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"50",50,"Liverpool","WestBrom",50,31,984,50,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"51",51,"Liverpool","WestBrom",51,31,984,51,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"52",52,"Liverpool","WestBrom",52,31,984,52,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"53",53,"Liverpool","WestBrom",53,31,984,53,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"54",54,"Liverpool","WestBrom",54,31,984,54,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"55",55,"Liverpool","WestBrom",55,31,984,55,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"56",56,"Liverpool","WestBrom",56,31,984,56,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"57",57,"Liverpool","WestBrom",57,31,984,57,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"58",58,"Liverpool","WestBrom",58,31,984,58,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"59",59,"Liverpool","WestBrom",59,31,984,59,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"60",60,"Liverpool","WestBrom",60,31,984,60,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"61",61,"Liverpool","WestBrom",61,31,984,61,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"62",62,"Liverpool","WestBrom",62,31,984,62,0,1,1,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"63",63,"Liverpool","WestBrom",63,31,984,63,0,1,2,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"64",64,"Liverpool","WestBrom",64,31,984,64,0,1,2,0,0,0,1,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"65",65,"Liverpool","WestBrom",65,31,984,65,0,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"66",66,"Liverpool","WestBrom",66,31,984,66,0,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"67",67,"Liverpool","WestBrom",67,31,984,67,0,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"68",68,"Liverpool","WestBrom",68,31,984,68,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"69",69,"Liverpool","WestBrom",69,31,984,69,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"70",70,"Liverpool","WestBrom",70,31,984,70,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"71",71,"Liverpool","WestBrom",71,31,984,71,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"72",72,"Liverpool","WestBrom",72,31,984,72,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"73",73,"Liverpool","WestBrom",73,31,984,73,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"74",74,"Liverpool","WestBrom",74,31,984,74,1,1,2,0,0,0,2,0,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"75",75,"Liverpool","WestBrom",75,31,984,75,1,1,2,1,0,0,2,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"76",76,"Liverpool","WestBrom",76,31,984,76,1,1,2,1,0,0,2,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"77",77,"Liverpool","WestBrom",77,31,984,77,1,1,2,1,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"78",78,"Liverpool","WestBrom",78,31,984,78,1,1,2,1,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"79",79,"Liverpool","WestBrom",79,31,984,79,1,1,2,1,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"80",80,"Liverpool","WestBrom",80,31,984,80,1,1,2,1,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"81",81,"Liverpool","WestBrom",81,31,984,81,1,1,2,1,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"82",82,"Liverpool","WestBrom",82,31,984,82,1,1,2,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"83",83,"Liverpool","WestBrom",83,31,984,83,1,1,3,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"84",84,"Liverpool","WestBrom",84,31,984,84,1,1,3,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"85",85,"Liverpool","WestBrom",85,31,984,85,1,1,3,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"86",86,"Liverpool","WestBrom",86,31,984,86,1,1,3,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"87",87,"Liverpool","WestBrom",87,31,984,87,1,1,4,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"88",88,"Liverpool","WestBrom",88,31,984,88,1,1,4,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"89",89,"Liverpool","WestBrom",89,31,984,89,1,1,4,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
"90",90,"Liverpool","WestBrom",90,31,984,90,1,1,4,2,0,0,3,2,0,0,"TIE",16,16,34,6,15,13,40,-13,33,1,1,34,24,5,5,93,51,77
