"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"4",4,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"5",5,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"6",6,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"7",7,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"8",8,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"9",9,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"10",10,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"11",11,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"12",12,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"13",13,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"14",14,1,0,0,0,0,0,0,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"15",15,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"16",16,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"17",17,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"18",18,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"19",19,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"20",20,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"21",21,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"22",22,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"23",23,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"24",24,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"25",25,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"26",26,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"27",27,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"28",28,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"29",29,1,0,0,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"30",30,1,0,1,0,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"31",31,1,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"32",32,1,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"33",33,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"34",34,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"35",35,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"36",36,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"37",37,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"38",38,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"39",39,2,0,1,1,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"40",40,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"41",41,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"42",42,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"43",43,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"44",44,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"45",45,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"46",46,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"47",47,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"48",48,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"49",49,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"50",50,2,0,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"51",51,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"52",52,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"53",53,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"54",54,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"55",55,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"56",56,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
"57",57,2,1,1,2,0,0,1,0,0,0,10,17,6,4,7,24,-5,22,20,17,2,6,9,15,-15,12,"WestBrom","WestHam","TIE"
