"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Middlesbrough","Chelsea",1,641,631,1,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"2","Middlesbrough","Chelsea",2,641,631,2,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"3","Middlesbrough","Chelsea",3,641,631,3,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"4","Middlesbrough","Chelsea",4,641,631,4,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"5","Middlesbrough","Chelsea",5,641,631,5,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"6","Middlesbrough","Chelsea",6,641,631,6,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"7","Middlesbrough","Chelsea",7,641,631,7,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"8","Middlesbrough","Chelsea",8,641,631,8,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"9","Middlesbrough","Chelsea",9,641,631,9,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"10","Middlesbrough","Chelsea",10,641,631,10,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"11","Middlesbrough","Chelsea",11,641,631,11,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"12","Middlesbrough","Chelsea",12,641,631,12,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"13","Middlesbrough","Chelsea",13,641,631,13,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"14","Middlesbrough","Chelsea",14,641,631,14,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"15","Middlesbrough","Chelsea",15,641,631,15,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"16","Middlesbrough","Chelsea",16,641,631,16,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"17","Middlesbrough","Chelsea",17,641,631,17,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"18","Middlesbrough","Chelsea",18,641,631,18,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"19","Middlesbrough","Chelsea",19,641,631,19,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"20","Middlesbrough","Chelsea",20,641,631,20,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"21","Middlesbrough","Chelsea",21,641,631,21,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"22","Middlesbrough","Chelsea",22,641,631,22,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
"23","Middlesbrough","Chelsea",23,641,631,23,0,0,0,0,0,0,0,0,0,0,"HOME",1,1,30,23,3,4,64,38,72,19,19,30,5,11,14,21,-12,26
