"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"4",4,0,1,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"5",5,0,1,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"6",6,0,1,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"7",7,0,1,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"8",8,0,1,0,0,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"9",9,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"10",10,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"11",11,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"12",12,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"13",13,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"14",14,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"15",15,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"16",16,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"17",17,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"18",18,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"19",19,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"20",20,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"21",21,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"22",22,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"23",23,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"24",24,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"25",25,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"26",26,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"27",27,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"28",28,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"29",29,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"30",30,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"31",31,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"32",32,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"33",33,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"34",34,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
"35",35,0,1,0,1,0,0,0,0,0,0,14,3,1,0,2,1,-2,3,16,3,1,0,2,3,-4,3,"Wolves","HullCity","TIE"
