"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"2",2,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"3",3,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"4",4,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"5",5,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"6",6,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"7",7,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"8",8,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"9",9,0,0,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"10",10,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"11",11,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"12",12,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"13",13,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"14",14,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"15",15,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"16",16,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"17",17,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"18",18,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"19",19,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"20",20,0,1,0,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"21",21,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"22",22,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"23",23,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"24",24,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"25",25,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"26",26,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"27",27,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"28",28,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"29",29,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"30",30,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"31",31,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"32",32,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"33",33,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"34",34,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"35",35,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"36",36,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"37",37,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"38",38,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"39",39,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"40",40,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"41",41,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"42",42,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"43",43,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"44",44,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"45",45,0,1,1,0,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"46",46,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"47",47,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"48",48,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"49",49,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"50",50,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"51",51,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"52",52,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"53",53,0,1,1,1,0,0,0,0,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"54",54,0,1,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"55",55,0,1,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"56",56,0,1,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"57",57,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"58",58,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"59",59,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"60",60,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"61",61,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"62",62,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"63",63,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"64",64,0,2,1,1,0,0,0,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"65",65,0,2,1,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"66",66,0,2,1,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"67",67,0,2,1,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"68",68,0,2,1,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"69",69,0,2,1,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"70",70,0,2,1,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"71",71,0,2,2,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"72",72,0,2,2,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"73",73,0,2,2,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"74",74,0,2,2,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"75",75,0,2,2,1,0,0,1,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"76",76,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"77",77,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"78",78,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"79",79,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"80",80,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"81",81,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"82",82,0,2,2,1,0,0,2,1,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"83",83,0,2,2,1,0,0,2,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"84",84,0,2,2,1,0,0,2,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"85",85,0,2,2,1,0,0,2,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"86",86,0,2,2,1,0,0,2,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"87",87,0,2,2,1,0,0,2,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"88",88,0,2,2,1,0,0,2,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"89",89,0,2,2,1,0,0,3,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
"90",90,0,2,2,1,0,0,3,2,0,0,6,27,11,6,10,35,3,39,5,27,13,8,6,38,7,47,"Liverpool","Spurs","AWAY"
