"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"2",2,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"3",3,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"4",4,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"5",5,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"6",6,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"7",7,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"8",8,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"9",9,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"10",10,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"11",11,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"12",12,1,0,0,0,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"13",13,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"14",14,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"15",15,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"16",16,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"17",17,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"18",18,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"19",19,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"20",20,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"21",21,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"22",22,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"23",23,1,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"24",24,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"25",25,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"26",26,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"27",27,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"28",28,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"29",29,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"30",30,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"31",31,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"32",32,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"33",33,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"34",34,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"35",35,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"36",36,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"37",37,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"38",38,2,0,0,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"39",39,2,0,1,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"40",40,2,0,1,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"41",41,2,0,1,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
"42",42,2,0,1,1,0,0,0,0,0,0,1,25,15,9,1,55,31,54,3,25,14,5,6,48,26,47,"ManUtd","Chelsea","HOME"
