"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"4",4,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"5",5,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"6",6,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"7",7,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"8",8,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"9",9,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"10",10,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"11",11,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"12",12,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"13",13,0,0,0,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"14",14,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"15",15,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"16",16,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"17",17,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"18",18,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"19",19,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"20",20,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"21",21,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"22",22,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"23",23,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"24",24,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"25",25,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"26",26,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"27",27,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"28",28,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"29",29,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"30",30,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"31",31,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"32",32,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"33",33,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"34",34,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"35",35,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"36",36,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"37",37,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"38",38,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"39",39,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"40",40,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"41",41,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"42",42,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"43",43,0,0,1,0,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"44",44,0,0,1,1,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"45",45,0,0,1,1,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"46",46,1,1,1,1,0,0,0,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"47",47,1,1,1,1,0,0,1,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"48",48,1,1,1,1,0,0,1,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
"49",49,1,1,1,1,0,0,1,0,0,0,14,30,10,7,13,30,-3,37,12,30,9,11,10,51,5,38,"Watford","Everton","TIE"
