"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","WestHam","Chelsea",1,379,631,1,0,0,0,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"2","WestHam","Chelsea",2,379,631,2,0,0,0,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"3","WestHam","Chelsea",3,379,631,3,0,0,0,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"4","WestHam","Chelsea",4,379,631,4,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"5","WestHam","Chelsea",5,379,631,5,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"6","WestHam","Chelsea",6,379,631,6,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"7","WestHam","Chelsea",7,379,631,7,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"8","WestHam","Chelsea",8,379,631,8,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"9","WestHam","Chelsea",9,379,631,9,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"10","WestHam","Chelsea",10,379,631,10,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"11","WestHam","Chelsea",11,379,631,11,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"12","WestHam","Chelsea",12,379,631,12,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"13","WestHam","Chelsea",13,379,631,13,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"14","WestHam","Chelsea",14,379,631,14,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"15","WestHam","Chelsea",15,379,631,15,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"16","WestHam","Chelsea",16,379,631,16,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"17","WestHam","Chelsea",17,379,631,17,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"18","WestHam","Chelsea",18,379,631,18,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"19","WestHam","Chelsea",19,379,631,19,0,0,1,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"20","WestHam","Chelsea",20,379,631,20,0,0,2,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"21","WestHam","Chelsea",21,379,631,21,0,0,2,0,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"22","WestHam","Chelsea",22,379,631,22,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"23","WestHam","Chelsea",23,379,631,23,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"24","WestHam","Chelsea",24,379,631,24,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"25","WestHam","Chelsea",25,379,631,25,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"26","WestHam","Chelsea",26,379,631,26,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"27","WestHam","Chelsea",27,379,631,27,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"28","WestHam","Chelsea",28,379,631,28,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"29","WestHam","Chelsea",29,379,631,29,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"30","WestHam","Chelsea",30,379,631,30,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"31","WestHam","Chelsea",31,379,631,31,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"32","WestHam","Chelsea",32,379,631,32,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
"33","WestHam","Chelsea",33,379,631,33,0,0,2,1,0,0,0,0,0,0,"HOME",4,1,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0
