"","X.1.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"2",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"3",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"4",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"5",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"6",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"7",7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"8",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"9",9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"10",10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"11",11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"12",12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"13",13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"14",14,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"15",15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"16",16,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"17",17,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"18",18,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"19",19,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"20",20,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"21",21,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"22",22,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"23",23,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"24",24,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"25",25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"26",26,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"27",27,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"28",28,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"29",29,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"30",30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"31",31,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"32",32,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"33",33,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"34",34,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"35",35,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"36",36,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"37",37,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"38",38,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"39",39,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"40",40,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"41",41,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"42",42,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"43",43,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"44",44,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"45",45,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"46",46,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"47",47,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"48",48,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"49",49,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"50",50,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"51",51,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"52",52,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"53",53,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"54",54,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"55",55,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"56",56,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"57",57,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"58",58,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"59",59,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"60",60,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"61",61,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"62",62,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"63",63,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"64",64,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"65",65,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"66",66,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"67",67,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"68",68,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"69",69,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"70",70,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"71",71,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
"72",72,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,"Norwich","Fulham","AWAY"
