"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"10",10,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"11",11,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"12",12,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"13",13,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"14",14,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"15",15,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"16",16,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"17",17,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"18",18,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"19",19,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"20",20,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"21",21,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"22",22,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"23",23,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"24",24,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"25",25,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"26",26,0,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"27",27,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"28",28,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"29",29,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"30",30,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"31",31,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"32",32,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"33",33,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"34",34,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"35",35,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"36",36,1,0,0,0,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"37",37,1,0,0,1,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"38",38,1,0,1,1,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"39",39,1,0,1,1,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"40",40,1,0,1,2,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"41",41,1,0,1,2,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"42",42,1,0,1,2,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"43",43,1,0,1,2,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
"44",44,1,0,1,2,0,0,0,0,0,0,16,26,6,7,13,27,-13,25,19,26,5,7,14,19,-25,22,"Sunderland","Cardiff","HOME"
