"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.2.x","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X.2.y","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Burnley","Southampton",1,1132,180,1,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"2","Burnley","Southampton",2,1132,180,2,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"3","Burnley","Southampton",3,1132,180,3,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"4","Burnley","Southampton",4,1132,180,4,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"5","Burnley","Southampton",5,1132,180,5,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"6","Burnley","Southampton",6,1132,180,6,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"7","Burnley","Southampton",7,1132,180,7,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"8","Burnley","Southampton",8,1132,180,8,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"9","Burnley","Southampton",9,1132,180,9,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"10","Burnley","Southampton",10,1132,180,10,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"11","Burnley","Southampton",11,1132,180,11,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"12","Burnley","Southampton",12,1132,180,12,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"13","Burnley","Southampton",13,1132,180,13,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"14","Burnley","Southampton",14,1132,180,14,0,0,0,0,0,0,0,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"15","Burnley","Southampton",15,1132,180,15,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"16","Burnley","Southampton",16,1132,180,16,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"17","Burnley","Southampton",17,1132,180,17,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"18","Burnley","Southampton",18,1132,180,18,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"19","Burnley","Southampton",19,1132,180,19,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"20","Burnley","Southampton",20,1132,180,20,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"21","Burnley","Southampton",21,1132,180,21,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"22","Burnley","Southampton",22,1132,180,22,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"23","Burnley","Southampton",23,1132,180,23,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"24","Burnley","Southampton",24,1132,180,24,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"25","Burnley","Southampton",25,1132,180,25,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"26","Burnley","Southampton",26,1132,180,26,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"27","Burnley","Southampton",27,1132,180,27,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"28","Burnley","Southampton",28,1132,180,28,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"29","Burnley","Southampton",29,1132,180,29,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"30","Burnley","Southampton",30,1132,180,30,0,0,0,0,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"31","Burnley","Southampton",31,1132,180,31,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"32","Burnley","Southampton",32,1132,180,32,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"33","Burnley","Southampton",33,1132,180,33,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"34","Burnley","Southampton",34,1132,180,34,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"35","Burnley","Southampton",35,1132,180,35,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"36","Burnley","Southampton",36,1132,180,36,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"37","Burnley","Southampton",37,1132,180,37,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"38","Burnley","Southampton",38,1132,180,38,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"39","Burnley","Southampton",39,1132,180,39,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"40","Burnley","Southampton",40,1132,180,40,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"41","Burnley","Southampton",41,1132,180,41,0,0,0,1,0,0,1,0,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"42","Burnley","Southampton",42,1132,180,42,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"43","Burnley","Southampton",43,1132,180,43,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"44","Burnley","Southampton",44,1132,180,44,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"45","Burnley","Southampton",45,1132,180,45,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"46","Burnley","Southampton",46,1132,180,46,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"47","Burnley","Southampton",47,1132,180,47,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"48","Burnley","Southampton",48,1132,180,48,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"49","Burnley","Southampton",49,1132,180,49,0,0,0,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"50","Burnley","Southampton",50,1132,180,50,0,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"51","Burnley","Southampton",51,1132,180,51,0,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"52","Burnley","Southampton",52,1132,180,52,0,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"53","Burnley","Southampton",53,1132,180,53,1,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"54","Burnley","Southampton",54,1132,180,54,1,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"55","Burnley","Southampton",55,1132,180,55,1,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"56","Burnley","Southampton",56,1132,180,56,1,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"57","Burnley","Southampton",57,1132,180,57,1,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
"58","Burnley","Southampton",58,1132,180,58,1,0,1,1,0,0,1,1,0,0,"HOME",10,10,10,10,7,2,3,2,7,-1,9,14,14,14,14,7,2,1,4,5,-4,7
