"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"9",9,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"10",10,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"11",11,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"12",12,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"13",13,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"14",14,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"15",15,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"16",16,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"17",17,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"18",18,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"19",19,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"20",20,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"21",21,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"22",22,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"23",23,1,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"24",24,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"25",25,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"26",26,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"27",27,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"28",28,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"29",29,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"30",30,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"31",31,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"32",32,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"33",33,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"34",34,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"35",35,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"36",36,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"37",37,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"38",38,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"39",39,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"40",40,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"41",41,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"42",42,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"43",43,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"44",44,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"45",45,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"46",46,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"47",47,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"48",48,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"49",49,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"50",50,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"51",51,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"52",52,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"53",53,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"54",54,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"55",55,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"56",56,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"57",57,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"58",58,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
"59",59,2,0,0,0,0,0,0,0,0,0,1,20,14,3,3,45,29,45,2,20,14,2,4,55,32,44,"Chelsea","Arsenal","HOME"
