"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","ManUtd","AstonVilla",1,985,405,1,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"2","ManUtd","AstonVilla",2,985,405,2,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"3","ManUtd","AstonVilla",3,985,405,3,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"4","ManUtd","AstonVilla",4,985,405,4,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"5","ManUtd","AstonVilla",5,985,405,5,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"6","ManUtd","AstonVilla",6,985,405,6,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"7","ManUtd","AstonVilla",7,985,405,7,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"8","ManUtd","AstonVilla",8,985,405,8,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"9","ManUtd","AstonVilla",9,985,405,9,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"10","ManUtd","AstonVilla",10,985,405,10,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"11","ManUtd","AstonVilla",11,985,405,11,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"12","ManUtd","AstonVilla",12,985,405,12,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"13","ManUtd","AstonVilla",13,985,405,13,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"14","ManUtd","AstonVilla",14,985,405,14,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"15","ManUtd","AstonVilla",15,985,405,15,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"16","ManUtd","AstonVilla",16,985,405,16,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"17","ManUtd","AstonVilla",17,985,405,17,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"18","ManUtd","AstonVilla",18,985,405,18,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"19","ManUtd","AstonVilla",19,985,405,19,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"20","ManUtd","AstonVilla",20,985,405,20,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"21","ManUtd","AstonVilla",21,985,405,21,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"22","ManUtd","AstonVilla",22,985,405,22,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
"23","ManUtd","AstonVilla",23,985,405,23,0,0,0,0,0,0,0,0,0,0,"TIE",5,5,12,6,2,4,20,4,20,3,3,12,7,3,2,23,13,24
