"","X.1.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"2",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"3",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"4",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"5",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"6",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"7",7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"8",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"9",9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"10",10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"11",11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"12",12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"13",13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"14",14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"15",15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"16",16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"17",17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"18",18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"19",19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"20",20,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"21",21,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"22",22,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"23",23,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"24",24,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"25",25,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"26",26,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"27",27,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"28",28,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"29",29,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"30",30,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"31",31,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"32",32,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"33",33,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"34",34,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"35",35,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"36",36,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"37",37,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"38",38,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"39",39,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"40",40,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"41",41,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"42",42,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"43",43,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"44",44,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"45",45,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"46",46,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"47",47,1,1,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"48",48,1,2,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"49",49,1,2,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"50",50,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"51",51,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"52",52,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"53",53,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"54",54,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"55",55,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"56",56,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"57",57,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"58",58,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"59",59,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"60",60,1,2,2,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"61",61,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"62",62,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"63",63,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"64",64,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"65",65,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"66",66,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"67",67,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"68",68,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"69",69,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"70",70,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"71",71,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"72",72,1,2,3,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"73",73,1,2,3,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"74",74,1,2,3,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"75",75,1,2,3,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"76",76,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"77",77,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"78",78,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"79",79,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"80",80,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"81",81,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"82",82,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"83",83,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"84",84,1,2,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"85",85,1,2,3,2,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"86",86,1,2,3,2,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"87",87,1,2,3,2,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"88",88,1,2,3,2,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"89",89,1,2,3,2,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
"90",90,1,2,4,2,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,"Blackburn","Wolves","AWAY"
