"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"2",2,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"3",3,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"4",4,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"5",5,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"6",6,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"7",7,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"8",8,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"9",9,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"10",10,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"11",11,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"12",12,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"13",13,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"14",14,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"15",15,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"16",16,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"17",17,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"18",18,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"19",19,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"20",20,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"21",21,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"22",22,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"23",23,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"24",24,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"25",25,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"26",26,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"27",27,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"28",28,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"29",29,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"30",30,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"31",31,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"32",32,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"33",33,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"34",34,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"35",35,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"36",36,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"37",37,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"38",38,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"39",39,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"40",40,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"41",41,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"42",42,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"43",43,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"44",44,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"45",45,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"46",46,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"47",47,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"48",48,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"49",49,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"50",50,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"51",51,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"52",52,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"53",53,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"54",54,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"55",55,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"56",56,0,0,0,0,0,0,1,0,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"57",57,0,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"58",58,0,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"59",59,0,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"60",60,0,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"61",61,0,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"62",62,0,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"63",63,1,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"64",64,1,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"65",65,1,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"66",66,1,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"67",67,1,0,0,0,0,0,1,1,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"68",68,1,0,0,0,0,0,1,2,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"69",69,1,0,0,0,0,0,1,2,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
"70",70,1,1,0,0,0,0,1,2,0,0,12,20,6,5,9,21,-12,23,1,20,13,6,1,35,22,45,"PortsmouthFC","Liverpool","AWAY"
