"","X.1.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"4",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"5",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"6",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"7",7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"8",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"9",9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"10",10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"11",11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"12",12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"13",13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"14",14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"15",15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"16",16,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"17",17,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"18",18,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"19",19,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"20",20,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"21",21,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"22",22,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"23",23,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"24",24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"25",25,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"26",26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"27",27,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"28",28,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"29",29,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"30",30,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"31",31,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"32",32,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"33",33,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"34",34,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"35",35,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"36",36,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"37",37,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"38",38,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"39",39,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"40",40,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"41",41,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"42",42,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"43",43,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"44",44,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"45",45,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"46",46,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"47",47,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"48",48,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"49",49,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"50",50,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"51",51,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"52",52,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"53",53,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"54",54,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"55",55,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"56",56,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"57",57,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"58",58,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"59",59,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"60",60,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"61",61,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"62",62,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"63",63,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"64",64,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"65",65,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"66",66,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"67",67,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"68",68,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"69",69,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"70",70,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"71",71,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"72",72,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"73",73,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"74",74,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"75",75,0,1,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"76",76,0,1,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"77",77,1,1,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"78",78,1,1,1,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"79",79,1,1,1,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"80",80,1,1,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"81",81,1,1,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"82",82,1,1,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"83",83,1,1,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"84",84,1,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"85",85,1,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"86",86,1,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"87",87,2,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"88",88,2,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"89",89,2,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
"90",90,2,2,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,"Everton","Watford","TIE"
