"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.2.x","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X.2.y","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Burnley","StokeCity",1,1132,512,1,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"2","Burnley","StokeCity",2,1132,512,2,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"3","Burnley","StokeCity",3,1132,512,3,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"4","Burnley","StokeCity",4,1132,512,4,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"5","Burnley","StokeCity",5,1132,512,5,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"6","Burnley","StokeCity",6,1132,512,6,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"7","Burnley","StokeCity",7,1132,512,7,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"8","Burnley","StokeCity",8,1132,512,8,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"9","Burnley","StokeCity",9,1132,512,9,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"10","Burnley","StokeCity",10,1132,512,10,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"11","Burnley","StokeCity",11,1132,512,11,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"12","Burnley","StokeCity",12,1132,512,12,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"13","Burnley","StokeCity",13,1132,512,13,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"14","Burnley","StokeCity",14,1132,512,14,0,0,0,0,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
"15","Burnley","StokeCity",15,1132,512,15,0,0,0,1,0,0,0,0,0,0,"HOME",16,16,16,16,9,2,3,4,9,-7,9,14,14,14,14,9,3,1,5,8,-5,10
