"","nome.y","nome.x","X.1.x","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.2.x","X.1.y","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X.2.y","minuto","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"1","Watford","Liverpool",1,1010,31,1,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"2","Watford","Liverpool",2,1010,31,2,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"3","Watford","Liverpool",3,1010,31,3,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"4","Watford","Liverpool",4,1010,31,4,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"5","Watford","Liverpool",5,1010,31,5,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"6","Watford","Liverpool",6,1010,31,6,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"7","Watford","Liverpool",7,1010,31,7,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"8","Watford","Liverpool",8,1010,31,8,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"9","Watford","Liverpool",9,1010,31,9,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"10","Watford","Liverpool",10,1010,31,10,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"11","Watford","Liverpool",11,1010,31,11,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"12","Watford","Liverpool",12,1010,31,12,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
"13","Watford","Liverpool",13,1010,31,13,0,0,0,0,0,0,0,0,0,0,"HOME",3,3,3,3,9,6,2,1,20,9,20,9,9,9,9,9,3,3,3,13,0,12
